model,timezero,v1_github_timestamp,v2_github_timestamp,v3_github_timestamp,in_zoltar,v2_diff_hrs,v3_diff_hrs,last_submission_timestamp
MIT_ISOLAT-Mixtures,2021-04-12,2021-04-12T13:46:00Z,NA,NA,v1,NA,NA,2021-04-12T13:46:00Z
MIT_ISOLAT-Mixtures,2021-04-12,2021-04-12T13:46:00Z,NA,NA,v1,NA,NA,2021-04-12T13:46:00Z
MIT_ISOLAT-Mixtures,2021-04-19,2021-04-19T15:15:27Z,NA,NA,v1,NA,NA,2021-04-19T15:15:27Z
MIT_ISOLAT-Mixtures,2021-04-19,2021-04-19T15:15:27Z,NA,NA,v1,NA,NA,2021-04-19T15:15:27Z
MIT_ISOLAT-Mixtures,2021-04-26,2021-04-26T13:56:17Z,NA,NA,v1,NA,NA,2021-04-26T13:56:17Z
MIT_ISOLAT-Mixtures,2021-04-26,2021-04-26T13:56:17Z,NA,NA,v1,NA,NA,2021-04-26T13:56:17Z
MIT_ISOLAT-Mixtures,2021-05-03,2021-05-03T13:32:07Z,NA,NA,v1,NA,NA,2021-05-03T13:32:07Z
MIT_ISOLAT-Mixtures,2021-05-03,2021-05-03T13:32:07Z,NA,NA,v1,NA,NA,2021-05-03T13:32:07Z
MIT_ISOLAT-Mixtures,2021-05-10,2021-05-10T14:31:29Z,NA,NA,v1,NA,NA,2021-05-10T14:31:29Z
MIT_ISOLAT-Mixtures,2021-05-10,2021-05-10T14:31:29Z,NA,NA,v1,NA,NA,2021-05-10T14:31:29Z
MIT_ISOLAT-Mixtures,2021-05-17,2021-05-17T13:44:54Z,NA,NA,v1,NA,NA,2021-05-17T13:44:54Z
MIT_ISOLAT-Mixtures,2021-05-17,2021-05-17T13:44:54Z,NA,NA,v1,NA,NA,2021-05-17T13:44:54Z
MIT_ISOLAT-Mixtures,2021-05-24,2021-05-24T13:45:08Z,NA,NA,v1,NA,NA,2021-05-24T13:45:08Z
MIT_ISOLAT-Mixtures,2021-05-24,2021-05-24T13:45:08Z,NA,NA,v1,NA,NA,2021-05-24T13:45:08Z
MIT_ISOLAT-Mixtures,2021-05-31,2021-05-31T14:00:14Z,NA,NA,v1,NA,NA,2021-05-31T14:00:14Z
MIT_ISOLAT-Mixtures,2021-05-31,2021-05-31T14:00:14Z,NA,NA,v1,NA,NA,2021-05-31T14:00:14Z
MIT_ISOLAT-Mixtures,2021-06-07,2021-06-07T14:10:28Z,NA,NA,v1,NA,NA,2021-06-07T14:10:28Z
MIT_ISOLAT-Mixtures,2021-06-07,2021-06-07T14:10:28Z,NA,NA,v1,NA,NA,2021-06-07T14:10:28Z
MIT_ISOLAT-Mixtures,2021-06-14,2021-06-14T14:51:49Z,NA,NA,v1,NA,NA,2021-06-14T14:51:49Z
MIT_ISOLAT-Mixtures,2021-06-14,2021-06-14T14:51:49Z,NA,NA,v1,NA,NA,2021-06-14T14:51:49Z
MIT_ISOLAT-Mixtures,2021-06-21,2021-06-21T14:45:43Z,NA,NA,v1,NA,NA,2021-06-21T14:45:43Z
MIT_ISOLAT-Mixtures,2021-06-21,2021-06-21T14:45:43Z,NA,NA,v1,NA,NA,2021-06-21T14:45:43Z
MIT_ISOLAT-Mixtures,2021-06-28,2021-06-28T13:08:13Z,NA,NA,v1,NA,NA,2021-06-28T13:08:13Z
MIT_ISOLAT-Mixtures,2021-06-28,2021-06-28T13:08:13Z,NA,NA,v1,NA,NA,2021-06-28T13:08:13Z
MIT_ISOLAT-Mixtures,2021-07-05,2021-07-05T11:27:48Z,NA,NA,v1,NA,NA,2021-07-05T11:27:48Z
MIT_ISOLAT-Mixtures,2021-07-05,2021-07-05T11:27:48Z,NA,NA,v1,NA,NA,2021-07-05T11:27:48Z
MIT_ISOLAT-Mixtures,2021-07-12,2021-07-12T14:59:42Z,NA,NA,v1,NA,NA,2021-07-12T14:59:42Z
MIT_ISOLAT-Mixtures,2021-07-12,2021-07-12T14:59:42Z,NA,NA,v1,NA,NA,2021-07-12T14:59:42Z
MIT_ISOLAT-Mixtures,2021-07-19,2021-07-19T13:29:06Z,NA,NA,v1,NA,NA,2021-07-19T13:29:06Z
MIT_ISOLAT-Mixtures,2021-07-19,2021-07-19T13:29:06Z,NA,NA,v1,NA,NA,2021-07-19T13:29:06Z
MIT_ISOLAT-Mixtures,2021-07-26,2021-07-26T14:13:05Z,NA,NA,v1,NA,NA,2021-07-26T14:13:05Z
MIT_ISOLAT-Mixtures,2021-07-26,2021-07-26T14:13:05Z,NA,NA,v1,NA,NA,2021-07-26T14:13:05Z
MIT_ISOLAT-Mixtures,2021-08-02,2021-08-02T15:18:21Z,NA,NA,v1,NA,NA,2021-08-02T15:18:21Z
MIT_ISOLAT-Mixtures,2021-08-02,2021-08-02T15:18:21Z,NA,NA,v1,NA,NA,2021-08-02T15:18:21Z
MIT_ISOLAT-Mixtures,2021-08-09,2021-08-09T15:15:59Z,NA,NA,v1,NA,NA,2021-08-09T15:15:59Z
MIT_ISOLAT-Mixtures,2021-08-09,2021-08-09T15:15:59Z,NA,NA,v1,NA,NA,2021-08-09T15:15:59Z
MIT_ISOLAT-Mixtures,2021-08-16,2021-08-16T15:04:23Z,NA,NA,v1,NA,NA,2021-08-16T15:04:23Z
MIT_ISOLAT-Mixtures,2021-08-16,2021-08-16T15:04:23Z,NA,NA,v1,NA,NA,2021-08-16T15:04:23Z
MIT_ISOLAT-Mixtures,2021-08-23,2021-08-23T13:28:31Z,NA,NA,v1,NA,NA,2021-08-23T13:28:31Z
MIT_ISOLAT-Mixtures,2021-08-23,2021-08-23T13:28:31Z,NA,NA,v1,NA,NA,2021-08-23T13:28:31Z
MIT_ISOLAT-Mixtures,2021-08-30,2021-08-30T11:48:56Z,NA,NA,v1,NA,NA,2021-08-30T11:48:56Z
MIT_ISOLAT-Mixtures,2021-08-30,2021-08-30T11:48:56Z,NA,NA,v1,NA,NA,2021-08-30T11:48:56Z
MIT_ISOLAT-Mixtures,2021-09-06,2021-09-06T14:29:23Z,NA,NA,v1,NA,NA,2021-09-06T14:29:23Z
MIT_ISOLAT-Mixtures,2021-09-06,2021-09-06T14:29:23Z,NA,NA,v1,NA,NA,2021-09-06T14:29:23Z
MIT_ISOLAT-Mixtures,2021-09-13,2021-09-13T14:18:26Z,NA,NA,v1,NA,NA,2021-09-13T14:18:26Z
MIT_ISOLAT-Mixtures,2021-09-13,2021-09-13T14:18:26Z,NA,NA,v1,NA,NA,2021-09-13T14:18:26Z
MIT_ISOLAT-Mixtures,2021-09-20,2021-09-20T14:14:51Z,NA,NA,v1,NA,NA,2021-09-20T14:14:51Z
MIT_ISOLAT-Mixtures,2021-09-20,2021-09-20T14:14:51Z,NA,NA,v1,NA,NA,2021-09-20T14:14:51Z
MIT_ISOLAT-Mixtures,2021-09-27,2021-09-27T14:13:48Z,NA,NA,v1,NA,NA,2021-09-27T14:13:48Z
MIT_ISOLAT-Mixtures,2021-09-27,2021-09-27T14:13:48Z,NA,NA,v1,NA,NA,2021-09-27T14:13:48Z
MIT_ISOLAT-Mixtures,2021-10-04,2021-10-04T14:38:55Z,NA,NA,v1,NA,NA,2021-10-04T14:38:55Z
MIT_ISOLAT-Mixtures,2021-10-04,2021-10-04T14:38:55Z,NA,NA,v1,NA,NA,2021-10-04T14:38:55Z
MIT_ISOLAT-Mixtures,2021-10-11,2021-10-11T13:43:19Z,NA,NA,v1,NA,NA,2021-10-11T13:43:19Z
MIT_ISOLAT-Mixtures,2021-10-11,2021-10-11T13:43:19Z,NA,NA,v1,NA,NA,2021-10-11T13:43:19Z
MIT_ISOLAT-Mixtures,2021-10-18,2021-10-18T13:13:49Z,NA,NA,v1,NA,NA,2021-10-18T13:13:49Z
MIT_ISOLAT-Mixtures,2021-10-18,2021-10-18T13:13:49Z,NA,NA,v1,NA,NA,2021-10-18T13:13:49Z
MIT_ISOLAT-Mixtures,2021-10-25,2021-10-25T14:15:18Z,NA,NA,v1,NA,NA,2021-10-25T14:15:18Z
MIT_ISOLAT-Mixtures,2021-10-25,2021-10-25T14:15:18Z,NA,NA,v1,NA,NA,2021-10-25T14:15:18Z
MIT_ISOLAT-Mixtures,2021-11-01,2021-11-01T14:04:16Z,NA,NA,v1,NA,NA,2021-11-01T14:04:16Z
MIT_ISOLAT-Mixtures,2021-11-01,2021-11-01T14:04:16Z,NA,NA,v1,NA,NA,2021-11-01T14:04:16Z
MIT_ISOLAT-Mixtures,2021-11-08,2021-11-08T14:04:18Z,NA,NA,v1,NA,NA,2021-11-08T14:04:18Z
MIT_ISOLAT-Mixtures,2021-11-08,2021-11-08T14:04:18Z,NA,NA,v1,NA,NA,2021-11-08T14:04:18Z
MIT_ISOLAT-Mixtures,2021-11-22,2021-11-22T16:28:52Z,NA,NA,v1,NA,NA,2021-11-22T16:28:52Z
MIT_ISOLAT-Mixtures,2021-11-22,2021-11-22T16:28:52Z,NA,NA,v1,NA,NA,2021-11-22T16:28:52Z
MOBS-GLEAM_COVID,2020-05-04,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-05-04,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-05-11,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-05-11,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-05-18,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-05-18,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-05-25,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-05-25,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-06-01,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-06-01,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-06-08,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-06-08,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-06-15,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-06-15,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-06-22,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-06-22,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-06-29,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-06-29,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-07-06,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-07-06,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-07-13,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-07-13,2020-07-15T20:58:03Z,NA,NA,v1,NA,NA,2020-07-15T20:58:03Z
MOBS-GLEAM_COVID,2020-07-20,2020-07-21T11:16:47Z,NA,NA,v1,NA,NA,2020-07-21T11:16:47Z
MOBS-GLEAM_COVID,2020-07-20,2020-07-21T11:16:47Z,NA,NA,v1,NA,NA,2020-07-21T11:16:47Z
MOBS-GLEAM_COVID,2020-07-27,2020-07-27T22:40:24Z,NA,NA,v1,NA,NA,2020-07-27T22:40:24Z
MOBS-GLEAM_COVID,2020-07-27,2020-07-27T22:40:24Z,NA,NA,v1,NA,NA,2020-07-27T22:40:24Z
MOBS-GLEAM_COVID,2020-08-03,2020-08-03T22:41:45Z,2020-08-13T01:59:25Z,NA,v1,219.294444444444,NA,2020-08-13T01:59:25Z
MOBS-GLEAM_COVID,2020-08-03,2020-08-03T22:41:45Z,2020-08-13T01:59:25Z,NA,v1,219.294444444444,NA,2020-08-13T01:59:25Z
MOBS-GLEAM_COVID,2020-08-10,2020-08-10T22:33:24Z,2020-08-13T01:59:25Z,NA,v1,51.4336111111111,NA,2020-08-13T01:59:25Z
MOBS-GLEAM_COVID,2020-08-10,2020-08-10T22:33:24Z,2020-08-13T01:59:25Z,NA,v1,51.4336111111111,NA,2020-08-13T01:59:25Z
MOBS-GLEAM_COVID,2020-08-17,2020-08-17T21:53:42Z,NA,NA,v1,NA,NA,2020-08-17T21:53:42Z
MOBS-GLEAM_COVID,2020-08-17,2020-08-17T21:53:42Z,NA,NA,v1,NA,NA,2020-08-17T21:53:42Z
MOBS-GLEAM_COVID,2020-08-24,2020-08-24T22:20:50Z,NA,NA,v1,NA,NA,2020-08-24T22:20:50Z
MOBS-GLEAM_COVID,2020-08-24,2020-08-24T22:20:50Z,NA,NA,v1,NA,NA,2020-08-24T22:20:50Z
MOBS-GLEAM_COVID,2020-08-31,2020-08-31T21:45:07Z,NA,NA,v1,NA,NA,2020-08-31T21:45:07Z
MOBS-GLEAM_COVID,2020-08-31,2020-08-31T21:45:07Z,NA,NA,v1,NA,NA,2020-08-31T21:45:07Z
MOBS-GLEAM_COVID,2020-09-07,2020-09-07T17:31:11Z,NA,NA,v1,NA,NA,2020-09-07T17:31:11Z
MOBS-GLEAM_COVID,2020-09-07,2020-09-07T17:31:11Z,NA,NA,v1,NA,NA,2020-09-07T17:31:11Z
MOBS-GLEAM_COVID,2020-09-14,2020-09-14T22:14:17Z,NA,NA,v1,NA,NA,2020-09-14T22:14:17Z
MOBS-GLEAM_COVID,2020-09-14,2020-09-14T22:14:17Z,NA,NA,v1,NA,NA,2020-09-14T22:14:17Z
MOBS-GLEAM_COVID,2020-09-21,2020-09-21T22:05:54Z,2020-09-28T15:05:16Z,NA,v1,160.989444444444,NA,2020-09-28T15:05:16Z
MOBS-GLEAM_COVID,2020-09-21,2020-09-21T22:05:54Z,2020-09-28T15:05:16Z,NA,v1,160.989444444444,NA,2020-09-28T15:05:16Z
MOBS-GLEAM_COVID,2020-09-28,2020-09-28T21:07:21Z,NA,NA,v1,NA,NA,2020-09-28T21:07:21Z
MOBS-GLEAM_COVID,2020-09-28,2020-09-28T21:07:21Z,NA,NA,v1,NA,NA,2020-09-28T21:07:21Z
MOBS-GLEAM_COVID,2020-10-05,2020-10-06T08:41:23Z,NA,NA,v1,NA,NA,2020-10-06T08:41:23Z
MOBS-GLEAM_COVID,2020-10-05,2020-10-06T08:41:23Z,NA,NA,v1,NA,NA,2020-10-06T08:41:23Z
MOBS-GLEAM_COVID,2020-10-12,2020-10-12T22:13:15Z,NA,NA,v1,NA,NA,2020-10-12T22:13:15Z
MOBS-GLEAM_COVID,2020-10-12,2020-10-12T22:13:15Z,NA,NA,v1,NA,NA,2020-10-12T22:13:15Z
MOBS-GLEAM_COVID,2020-10-19,2020-10-19T23:53:39Z,NA,NA,v1,NA,NA,2020-10-19T23:53:39Z
MOBS-GLEAM_COVID,2020-10-19,2020-10-19T23:53:39Z,NA,NA,v1,NA,NA,2020-10-19T23:53:39Z
MOBS-GLEAM_COVID,2020-10-26,2020-10-26T22:34:17Z,NA,NA,v1,NA,NA,2020-10-26T22:34:17Z
MOBS-GLEAM_COVID,2020-10-26,2020-10-26T22:34:17Z,NA,NA,v1,NA,NA,2020-10-26T22:34:17Z
MOBS-GLEAM_COVID,2020-11-02,2020-11-02T23:20:43Z,NA,NA,v1,NA,NA,2020-11-02T23:20:43Z
MOBS-GLEAM_COVID,2020-11-02,2020-11-02T23:20:43Z,NA,NA,v1,NA,NA,2020-11-02T23:20:43Z
MOBS-GLEAM_COVID,2020-11-09,2020-11-09T23:00:52Z,NA,NA,v1,NA,NA,2020-11-09T23:00:52Z
MOBS-GLEAM_COVID,2020-11-09,2020-11-09T23:00:52Z,NA,NA,v1,NA,NA,2020-11-09T23:00:52Z
MOBS-GLEAM_COVID,2020-11-16,2020-11-17T00:19:21Z,NA,NA,v1,NA,NA,2020-11-17T00:19:21Z
MOBS-GLEAM_COVID,2020-11-16,2020-11-17T00:19:21Z,NA,NA,v1,NA,NA,2020-11-17T00:19:21Z
MOBS-GLEAM_COVID,2020-11-23,2020-11-23T22:14:46Z,NA,NA,v1,NA,NA,2020-11-23T22:14:46Z
MOBS-GLEAM_COVID,2020-11-23,2020-11-23T22:14:46Z,NA,NA,v1,NA,NA,2020-11-23T22:14:46Z
MOBS-GLEAM_COVID,2020-11-30,2020-11-30T21:18:54Z,NA,NA,v1,NA,NA,2020-11-30T21:18:54Z
MOBS-GLEAM_COVID,2020-11-30,2020-11-30T21:18:54Z,NA,NA,v1,NA,NA,2020-11-30T21:18:54Z
MOBS-GLEAM_COVID,2020-12-07,2020-12-08T00:09:35Z,NA,NA,v1,NA,NA,2020-12-08T00:09:35Z
MOBS-GLEAM_COVID,2020-12-07,2020-12-08T00:09:35Z,NA,NA,v1,NA,NA,2020-12-08T00:09:35Z
MOBS-GLEAM_COVID,2020-12-14,2020-12-14T22:51:45Z,NA,NA,v1,NA,NA,2020-12-14T22:51:45Z
MOBS-GLEAM_COVID,2020-12-14,2020-12-14T22:51:45Z,NA,NA,v1,NA,NA,2020-12-14T22:51:45Z
MOBS-GLEAM_COVID,2020-12-21,2020-12-21T22:45:08Z,NA,NA,v1,NA,NA,2020-12-21T22:45:08Z
MOBS-GLEAM_COVID,2020-12-21,2020-12-21T22:45:08Z,NA,NA,v1,NA,NA,2020-12-21T22:45:08Z
MOBS-GLEAM_COVID,2020-12-28,2020-12-28T01:36:56Z,2020-12-29T00:55:00Z,NA,v2,23.3011111111111,NA,2020-12-29T00:55:00Z
MOBS-GLEAM_COVID,2020-12-28,2020-12-28T01:36:56Z,2020-12-29T00:55:00Z,NA,v2,23.3011111111111,NA,2020-12-29T00:55:00Z
MOBS-GLEAM_COVID,2021-01-04,2021-01-04T04:01:25Z,2021-01-04T22:31:02Z,NA,v2,18.4936111111111,NA,2021-01-04T22:31:02Z
MOBS-GLEAM_COVID,2021-01-04,2021-01-04T04:01:25Z,2021-01-04T22:31:02Z,NA,v2,18.4936111111111,NA,2021-01-04T22:31:02Z
MOBS-GLEAM_COVID,2021-01-11,2021-01-11T11:08:24Z,2021-02-01T19:56:24Z,NA,v2,512.8,NA,2021-02-01T19:56:24Z
MOBS-GLEAM_COVID,2021-01-11,2021-01-11T11:08:24Z,2021-02-01T19:56:24Z,NA,v2,512.8,NA,2021-02-01T19:56:24Z
MOBS-GLEAM_COVID,2021-01-18,2021-01-18T15:11:54Z,2021-01-18T22:48:44Z,2021-02-01T19:56:24Z,v3,7.61388888888889,333.127777777778,2021-02-01T19:56:24Z
MOBS-GLEAM_COVID,2021-01-18,2021-01-18T15:11:54Z,2021-01-18T22:48:44Z,2021-02-01T19:56:24Z,v3,7.61388888888889,333.127777777778,2021-02-01T19:56:24Z
MOBS-GLEAM_COVID,2021-01-25,2021-01-25T17:11:28Z,2021-02-01T19:56:24Z,NA,v2,170.748888888889,NA,2021-02-01T19:56:24Z
MOBS-GLEAM_COVID,2021-01-25,2021-01-25T17:11:28Z,2021-02-01T19:56:24Z,NA,v2,170.748888888889,NA,2021-02-01T19:56:24Z
MOBS-GLEAM_COVID,2021-02-01,2021-02-01T19:56:24Z,NA,NA,v1,NA,NA,2021-02-01T19:56:24Z
MOBS-GLEAM_COVID,2021-02-01,2021-02-01T19:56:24Z,NA,NA,v1,NA,NA,2021-02-01T19:56:24Z
MOBS-GLEAM_COVID,2021-02-08,2021-02-08T16:41:56Z,NA,NA,v1,NA,NA,2021-02-08T16:41:56Z
MOBS-GLEAM_COVID,2021-02-08,2021-02-08T16:41:56Z,NA,NA,v1,NA,NA,2021-02-08T16:41:56Z
MOBS-GLEAM_COVID,2021-02-15,2021-02-15T15:00:41Z,NA,NA,v1,NA,NA,2021-02-15T15:00:41Z
MOBS-GLEAM_COVID,2021-02-15,2021-02-15T15:00:41Z,NA,NA,v1,NA,NA,2021-02-15T15:00:41Z
MOBS-GLEAM_COVID,2021-02-22,2021-02-22T16:58:10Z,NA,NA,v1,NA,NA,2021-02-22T16:58:10Z
MOBS-GLEAM_COVID,2021-02-22,2021-02-22T16:58:10Z,NA,NA,v1,NA,NA,2021-02-22T16:58:10Z
MOBS-GLEAM_COVID,2021-03-01,2021-03-01T14:48:19Z,NA,NA,v1,NA,NA,2021-03-01T14:48:19Z
MOBS-GLEAM_COVID,2021-03-01,2021-03-01T14:48:19Z,NA,NA,v1,NA,NA,2021-03-01T14:48:19Z
MOBS-GLEAM_COVID,2021-03-08,2021-03-08T16:11:29Z,NA,NA,v1,NA,NA,2021-03-08T16:11:29Z
MOBS-GLEAM_COVID,2021-03-08,2021-03-08T16:11:29Z,NA,NA,v1,NA,NA,2021-03-08T16:11:29Z
MOBS-GLEAM_COVID,2021-03-15,2021-03-15T18:09:36Z,NA,NA,v1,NA,NA,2021-03-15T18:09:36Z
MOBS-GLEAM_COVID,2021-03-15,2021-03-15T18:09:36Z,NA,NA,v1,NA,NA,2021-03-15T18:09:36Z
MOBS-GLEAM_COVID,2021-03-29,2021-03-29T16:27:55Z,NA,NA,v1,NA,NA,2021-03-29T16:27:55Z
MOBS-GLEAM_COVID,2021-03-29,2021-03-29T16:27:55Z,NA,NA,v1,NA,NA,2021-03-29T16:27:55Z
MOBS-GLEAM_COVID,2021-04-05,2021-04-05T14:33:04Z,NA,NA,v1,NA,NA,2021-04-05T14:33:04Z
MOBS-GLEAM_COVID,2021-04-05,2021-04-05T14:33:04Z,NA,NA,v1,NA,NA,2021-04-05T14:33:04Z
MOBS-GLEAM_COVID,2021-04-12,2021-04-12T13:57:35Z,NA,NA,v1,NA,NA,2021-04-12T13:57:35Z
MOBS-GLEAM_COVID,2021-04-12,2021-04-12T13:57:35Z,NA,NA,v1,NA,NA,2021-04-12T13:57:35Z
MOBS-GLEAM_COVID,2021-04-19,2021-04-19T14:25:09Z,NA,NA,v1,NA,NA,2021-04-19T14:25:09Z
MOBS-GLEAM_COVID,2021-04-19,2021-04-19T14:25:09Z,NA,NA,v1,NA,NA,2021-04-19T14:25:09Z
MOBS-GLEAM_COVID,2021-04-26,2021-04-26T16:12:10Z,NA,NA,v1,NA,NA,2021-04-26T16:12:10Z
MOBS-GLEAM_COVID,2021-04-26,2021-04-26T16:12:10Z,NA,NA,v1,NA,NA,2021-04-26T16:12:10Z
MOBS-GLEAM_COVID,2021-05-02,2021-05-03T15:28:26Z,NA,NA,v1,NA,NA,2021-05-03T15:28:26Z
MOBS-GLEAM_COVID,2021-05-02,2021-05-03T15:28:26Z,NA,NA,v1,NA,NA,2021-05-03T15:28:26Z
MOBS-GLEAM_COVID,2021-05-10,2021-05-10T13:44:53Z,NA,NA,v1,NA,NA,2021-05-10T13:44:53Z
MOBS-GLEAM_COVID,2021-05-10,2021-05-10T13:44:53Z,NA,NA,v1,NA,NA,2021-05-10T13:44:53Z
MOBS-GLEAM_COVID,2021-05-17,2021-05-17T13:12:53Z,NA,NA,v1,NA,NA,2021-05-17T13:12:53Z
MOBS-GLEAM_COVID,2021-05-17,2021-05-17T13:12:53Z,NA,NA,v1,NA,NA,2021-05-17T13:12:53Z
MOBS-GLEAM_COVID,2021-05-24,2021-05-24T13:53:16Z,NA,NA,v1,NA,NA,2021-05-24T13:53:16Z
MOBS-GLEAM_COVID,2021-05-24,2021-05-24T13:53:16Z,NA,NA,v1,NA,NA,2021-05-24T13:53:16Z
MOBS-GLEAM_COVID,2021-05-31,2021-05-31T15:44:15Z,NA,NA,v1,NA,NA,2021-05-31T15:44:15Z
MOBS-GLEAM_COVID,2021-05-31,2021-05-31T15:44:15Z,NA,NA,v1,NA,NA,2021-05-31T15:44:15Z
MOBS-GLEAM_COVID,2021-06-07,2021-06-07T14:25:16Z,NA,NA,v1,NA,NA,2021-06-07T14:25:16Z
MOBS-GLEAM_COVID,2021-06-07,2021-06-07T14:25:16Z,NA,NA,v1,NA,NA,2021-06-07T14:25:16Z
MOBS-GLEAM_COVID,2021-06-14,2021-06-14T17:10:59Z,NA,NA,v1,NA,NA,2021-06-14T17:10:59Z
MOBS-GLEAM_COVID,2021-06-14,2021-06-14T17:10:59Z,NA,NA,v1,NA,NA,2021-06-14T17:10:59Z
MOBS-GLEAM_COVID,2021-06-21,2021-06-21T13:45:43Z,NA,NA,v1,NA,NA,2021-06-21T13:45:43Z
MOBS-GLEAM_COVID,2021-06-21,2021-06-21T13:45:43Z,NA,NA,v1,NA,NA,2021-06-21T13:45:43Z
MOBS-GLEAM_COVID,2021-06-28,2021-06-28T14:52:35Z,NA,NA,v1,NA,NA,2021-06-28T14:52:35Z
MOBS-GLEAM_COVID,2021-06-28,2021-06-28T14:52:35Z,NA,NA,v1,NA,NA,2021-06-28T14:52:35Z
MOBS-GLEAM_COVID,2021-07-05,2021-07-05T12:26:33Z,NA,NA,v1,NA,NA,2021-07-05T12:26:33Z
MOBS-GLEAM_COVID,2021-07-05,2021-07-05T12:26:33Z,NA,NA,v1,NA,NA,2021-07-05T12:26:33Z
MOBS-GLEAM_COVID,2021-07-12,2021-07-12T13:03:26Z,NA,NA,v1,NA,NA,2021-07-12T13:03:26Z
MOBS-GLEAM_COVID,2021-07-12,2021-07-12T13:03:26Z,NA,NA,v1,NA,NA,2021-07-12T13:03:26Z
MOBS-GLEAM_COVID,2021-07-19,2021-07-19T13:58:54Z,NA,NA,v1,NA,NA,2021-07-19T13:58:54Z
MOBS-GLEAM_COVID,2021-07-19,2021-07-19T13:58:54Z,NA,NA,v1,NA,NA,2021-07-19T13:58:54Z
MOBS-GLEAM_COVID,2021-07-26,2021-07-26T17:37:02Z,NA,NA,v1,NA,NA,2021-07-26T17:37:02Z
MOBS-GLEAM_COVID,2021-07-26,2021-07-26T17:37:02Z,NA,NA,v1,NA,NA,2021-07-26T17:37:02Z
MOBS-GLEAM_COVID,2021-08-02,2021-08-02T13:18:17Z,NA,NA,v1,NA,NA,2021-08-02T13:18:17Z
MOBS-GLEAM_COVID,2021-08-02,2021-08-02T13:18:17Z,NA,NA,v1,NA,NA,2021-08-02T13:18:17Z
MOBS-GLEAM_COVID,2021-08-09,2021-08-09T13:54:16Z,NA,NA,v1,NA,NA,2021-08-09T13:54:16Z
MOBS-GLEAM_COVID,2021-08-09,2021-08-09T13:54:16Z,NA,NA,v1,NA,NA,2021-08-09T13:54:16Z
MOBS-GLEAM_COVID,2021-08-16,2021-08-16T14:44:13Z,NA,NA,v1,NA,NA,2021-08-16T14:44:13Z
MOBS-GLEAM_COVID,2021-08-16,2021-08-16T14:44:13Z,NA,NA,v1,NA,NA,2021-08-16T14:44:13Z
MOBS-GLEAM_COVID,2021-08-23,2021-08-23T13:38:19Z,NA,NA,v1,NA,NA,2021-08-23T13:38:19Z
MOBS-GLEAM_COVID,2021-08-23,2021-08-23T13:38:19Z,NA,NA,v1,NA,NA,2021-08-23T13:38:19Z
MOBS-GLEAM_COVID,2021-08-30,2021-08-30T13:58:22Z,NA,NA,v1,NA,NA,2021-08-30T13:58:22Z
